user_id,timestamp,start,target,days,start_time
3.881899999999998,1.8,7,2025-08-04 22:40:46.008342,mandy,2025-08-04T22:40:46.008342
2.9041999999999994,1.5,7,2025-08-04 22:42:36.298204,mandy,2025-08-04T22:42:36.299204
3.5540999999999996,2.5540999999999996,7,2025-08-04T23:39:36.979611, mandy,2025-08-04T23:39:36.979611
3.881899999999998,2.881899999999998,7,2025-08-04T23:41:52.536476,u,2025-08-04T23:41:52.536476
3.881899999999998,1.0,7,2025-08-05T12:14:12.533988,user_a03be1ce,2025-08-05T12:14:12.535273
3.881899999999998,2.881899999999998,7,2025-08-05T12:22:30.381802,user_a03be1ce,2025-08-05T12:22:30.381802
3.881899999999998,2.881899999999998,7,2025-08-05T12:23:27.593917,user_a03be1ce,2025-08-05T12:23:27.593917
3.881899999999998,2.881899999999998,7,2025-08-05T12:34:09.274931,user_a03be1ce,2025-08-05T12:34:09.274931
3.881899999999998,2.881899999999998,7,2025-08-05T12:35:53.771556,user_794ef8e6,2025-08-05T12:35:53.771556
3.881899999999998,2.881899999999998,7,2025-08-05T12:43:45.732370,user_f0124c0d,2025-08-05T12:43:45.732370
3.881899999999998,2.881899999999998,7,2025-08-05T12:44:24.554288,user_f0124c0d,2025-08-05T12:44:24.554288
3.881899999999998,2.881899999999998,7,2025-08-05T12:47:40.012775,user_f0124c0d,2025-08-05T12:47:40.012775
3.881899999999998,2.881899999999998,7,2025-08-05T12:48:16.274872,user_f0124c0d,2025-08-05T12:48:16.274872
3.881899999999998,2.881899999999998,7,2025-08-05T12:53:57.230366,user_f0124c0d,2025-08-05T12:53:57.230366
2.9084,1.9083999999999999,7,2025-08-05T12:55:06.853287,user_f0124c0d,2025-08-05T12:55:06.853287
